RateUs,Please consider rating us!,샐리의 법칙을 평가해 주세요!,请为莎莉定律评分！,請為莎莉定律評分！,Bitte bewerte unser Spiel!,¡Tómate un minuto para puntuarlo!
Rate,Rate,평가하기,评分,評分,Bewerten,Puntuar
Later,Later,나중에,以后再说,以後再說,Später,Más tarde
ConnectErr,Please connect to the Internet,인터넷 연결을 확인해 주세요.,请确认网络连接,請確認網路連接,Bitte stelle eine Internetverbindung her.,Conéctate a internet
GameCenterConnectErr,Please connect to the GameCenter,게임센터 연결을 확인해 주세요.,请确认游戏中心连接,請確認遊戲中心連接,Bitte verbinde dich mit dem Game Center.,Conéctate a Game Center
GameCenterErr,Game Center Unavailable,게임센터를 이용할 수 없습니다.,无法连接游戏中心,無法連接遊戲中心,Game Center nicht verfügbar,Game Center no disponible
SignInErr,Player is not signed in,게임센터에 로그인 하지 않았습니다.,玩家未登录,玩家未登入,Spieler ist nicht angemeldet.,El jugador no ha iniciado sesión
,,,,,,
//ALBUM,,,,,,
Album_Need,Collect {1} more precious memories \n to complete Memorial Photo {0}.,‘{0}’ 사진을 완성하려면 챕터{2} 에서 \n소중한 기억 {1} 장을 더 모아야 합니다.,若要完成‘{0}’照片需要在第{2} 章中 \n获得 {1}张珍贵的回忆,若要完成‘{0}’照片需要在第{2} 章中 \n獲得 {1}張珍貴的回憶,"Sammle {1} weitere wertvolle Erinnerungen,\num das Erinnerungsfoto „{0}“ \nzu vervollständigen.",Recoge {1} recuerdos preciados más \n para completar la foto de recuerdo {0}.
Album_skin1,Spring Picnic,봄 나들이,春日郊游,春日郊遊,Frühlingspicknick,Pícnic primaveral
Album_skin2,Summer Camping,여름 캠핑,夏日野营,夏日野營,Sommercamp,Campamento de verano
Album_skin3,Graduation,졸업식,毕业典礼,畢業典禮,Abschlussprüfung,Graduación
Album_skin4,The Last Snow,마지막 눈,最后的雪,最後的雪,Der letzte Schnee,La última nevada
Album_skin5,Reunion,재회,再会,再會,Wiedersehen,Reencuentro
,,,,,,
GetPhoto,You completed a memorial photo.,추억의 사진을 획득하였습니다.,已获得回忆的照片,已獲得回憶的照片,Du hast ein Erinnerungsfoto vervollständigt.,Has completado una foto de recuerdo.
Author,Sally Wooden,샐리 우든,莎莉.姆登,莎莉.姆登,Sally Wooden,Sally de madera
,,,,,,
bookTitle_fox,Father’s Hunting Tips,아빠의 사냥 방법,父亲的狩猎方法,父親的狩獵方法,Vaters Jagdtipps,Consejos del espíritu de Papá
bookTitle_leon,Girl & Uncle,소녀와 아저씨,少女与大叔,少女與大叔,Mädchen & Onkel,La chica y el tío
bookTitle_christmas,Christmas Miracle,크리스마스의 기적,圣诞节的奇迹,聖誕節的奇跡,Weihnachtswunder,Milagro navideño
,,,,,,
ReallyBuy,Play as the characters from Sally's fairy tale.,샐리가 쓴 동화책의 코스튬을 \n구매해보세요!,成为莎莉写的童话主人公\n进行游戏！,成為莎莉寫的童話主人公\n進行遊戲！,Spiele als die Charaktere aus Sallys Märchen.,Juega como los personajes del cuento de hadas de Sally.
3skin,3 SKIN,3 코스튬,3皮肤,3外觀,3 DESIGNS,3 ASPECTOS
skinPrice,$0.99,"₩1,000",$0.99,$0.99,€1,€1
Buy,BUY,구매,购买,購買,KAUFEN,COMPRAR
PC_AchievementExplain,Unlock costume by completing \nall memorial photo.,‘수집가 ’ 도전 과제를 완료하면 \n잠금이 해제됩니다.,完成收藏夹的挑战后\n可解锁,完成收藏夾的挑戰後\n可解鎖,Freischalten durch Verdienen\ndes „Sammler“-Erfolgs,Desbloquéalo consiguiendo el logro \n“Coleccionista”
,,,,,,
,,,,,,
////////STORY SCRIPT///,,,,,,
Chpt1_Title,<An Unexpected Phone Call>,<갑작스러운 전화>,<毫无预告的电话>,<毫無預告的電話>,<Ein unerwarteter Anruf>,<Una llamada inesperada>
,,,,,,
//1-01_01,,,,,,
Title1-1,Weekend Hike,주말 산책,周末散步,周末散步,Wochenendausflug,Excursión de fin de semana
1-01_01_S01,Sally was born and raised \nin a small village in the woods.,샐리는 숲으로 둘러싸인 \n조용한 마을에서 태어났습니다.,莎莉出生在一个\n周围都是树林的小村庄。,莎莉出生在一個\n周圍都是樹林的小村莊。,Sally ist in einem kleinen Dorf im Wald\ngeboren und aufgewachsen.,Sally nació y se crió \nen una pequeña aldea del bosque.
1-01_01_S02,Sally was an extraordinarily \nfortunate child.,그녀는 신기할 정도로 \n운이 좋은 아이였어요.,她超乎异常的\n好运。,她超乎異常的\n好運。,Sally war ein vom\nGlück beseeltes Kind.,Sally era una niña con \nuna suerte extraordinaria.
1-01_01_F01,Sally's father was a carpenter.,샐리의 아버지는 \n목수였습니다.,莎莉的父亲\n是一名木匠。,莎莉的父親\n是一名木匠。,Sallys Vater war Schreiner.,El padre de Sally era carpintero.
1-01_01_F02,Although he was cold \non the outside,그는 무뚝뚝한 사내여서,不懂得表达的他。,不懂得表達的他。,Obwohl er nach außen\nhin kalt wirkte,Aunque pudiera parecer frío
1-01_01_F03,"and never expressed \nhis emotions,",딸에게 애정표현을 \n거의 하지 않았죠.,从来没有对女儿\n表达他的爱。,從來沒有對女兒\n表達他的愛。,"und niemals\nseine Gefühle zeigte,","y nunca expresara \nsus emociones,"
1-01_01_F04,he loved his daughter very much.,그래도 그는 딸을 \n몹시 사랑했답니다.,但他还是非常爱他的女儿。,但他還是非常愛他的女兒。,liebte er seine Tochter sehr.,quería mucho a su hija.
,,,,,,
//1–01_02,,,,,,
1-01_02_S01,Tap to jump.,탭하여 뛰세요.,点击跳跃,點選跳躍,Zum Springen antippen.,Toca para saltar.
1-01_02_S01_PC,{0} to jump.,{0} 를 눌러 뛰세요.,请按 {0},請按 {0},Zum Springen {0},{0}{0} para saltar.
1-01_02_S02,Sally loved to read books \never since she was a child.,어렸을 때부터 샐리는 \n책 읽는 것을 참 좋아했어요.,莎莉从小就喜欢看书。,莎莉從小就喜歡看書。,Sally liebte es schon als Kind\nBücher zu lesen.,A Sally le encantaba leer \ndesde su niñez.
1-01_02_S03,There was nobody to befriend \nin her small village.,어울릴 친구들이 없는 마을에서,在没有朋友的村庄里,在沒有朋友的村莊裏,In dem kleinen Dorf gab es\nkeine Kinder zum Anfreunden.,No había otros niños para jugar \nen su aldea.
1-01_02_S04,"So, books were her \nonly companions.",책은 샐리의 \n단 하나뿐인 친구였답니다.,书是她\n仅有的朋友。,書是她\n僅有的朋友。,Also wurden die Bücher\nihre einzigen Kameraden.,Así que los libros eran \nsus leales compañeros.
1-01_02_F01,He struggled after \nlosing his wife.,그는 아내를 잃고 \n많이 힘들어했어요.,他失去妻子后\n非常的难过。,他失去妻子後\n非常的難過。,Er kämpfte mit dem\nVerlust seiner Frau.,Sufrió mucho tras perder \na su mujer.
1-01_02_F02,"Even though time had passed, \nhis sadness remained.",세월이 흘러도 아내를 잃은 상실감은 \n지워지지 않았습니다.,即使岁月流逝\n妻子的离去也无法抹去。,即使歲月流逝\n妻子的離去也無法抹去。,"Obwohl bereits viel Zeit vergangen war,\nblieb seine Traurigkeit.","Aunque los años pasaron, \nsu dolor permaneció en su corazón."
1-01_02_F03,He could not bear \nto lose another loved one.,그는 더 이상 소중한 사람을 \n잃고 싶지 않았죠.,他不想再失去\n重要的人。,他不想再失去\n重要的人。,"Er hätte es nicht ertragen,\nnoch eine geliebte Person zu verlieren.",No podía permitirse \nperder a otra persona querida.
1-01_02_F04,So his concern \nfor his daughter grew ever greater.,딸에 대한 그의 걱정은 \n점점 커져만 갔습니다.,他渐渐的开始\n对女儿感到担心。,他漸漸的開始\n對女兒感到擔心。,Daher wuchs die Sorge\num seine Tochter immer weiter.,Por lo que se preocupó \naún más por su hija.
,,,,,,
//1-01_03,,,,,,
1-01_03_S01,Sally liked going on walks \nwith her father.,샐리는 아빠와의 \n산책도 좋아했어요.,莎莉喜欢与\n父亲一起散步。,莎莉喜歡與\n父親一起散步。,Sally ging gerne\nmit ihrem Vater spazieren.,A Sally le gustaba salir a pasear \ncon su padre.
1-01_03_S02,"Although she didn't enjoy \nthe difficult ascents,",오르막길을 오를 때 \n흐르는 땀과,虽然上坡很累,雖然上坡很累,Obwohl sie weder\ndie schwierigen Aufstiege,"Aunque no le gustaban las \nsubidas difíciles,"
1-01_03_S03,"nor the scary \nand steep descents,",내리막 길의 무서움은 \n썩 내키지 않았지만,虽然下坡很害怕,雖然下坡很害怕,"noch die beängstigenden,\nsteilen Abstiege mochte,","ni los descensos \npronunciados,"
1-01_03_S04,walks were the only precious times \nshe could spend with her father.,아빠와 함께할 수 있는 시간이 \n매우 드물었기 때문입니다.,但跟父亲 \n在一起的时间不多。,但跟父親 \n在一起的時間不多。,"war dies für sie die einzige, kostbare\nZeit gemeinsam mit ihrem Vater.",los paseos eran los únicos momentos que \npodía pasar con su padre.
1-01_03_F01,Father liked \nwalking with Sally.,아빠 역시 샐리와의 \n산책을 좋아했답니다.,父亲也喜欢 \n和莎莉一起散步。,父親也喜歡 \n和莎莉一起散步。,Der Vater ging gerne\nmit Sally spazieren.,A Papá le gustaba \npasear con Sally.
1-01_03_F02,"However, he was always busy \nand couldn't spend much time \nwith her.",하지만 아빠는 늘 바빴어요.,但是父亲总是很忙。,但是父親總是很忙。,Leider war er immer beschäftigt\nund konnte nie viel Zeit mit ihr\nverbringen.,"Por desgracia, siempre estaba ocupado \ny no podía pasar mucho tiempo con ella."
1-01_03_F03,"He struggled to find time \nto spend with her,",샐리의 행복을 위해 \n 열심히 일 했지만,为了莎莉的幸福 \n努力的工作,為了莎莉的幸福 \n努力的工作,"Er bemühte sich,\nZeit für sie zu finden,","Intentaba buscar huecos \npara estar juntos,"
1-01_03_F04,but it was \nextremely difficult.,정작 샐리를 위한 \n시간을 내기가 참 어려웠습니다.,但是却总是 \n没有时间陪着莎莉。,但是卻總是 \n沒有時間陪著莎莉。,aber es war\nsehr schwierig.,pero le era \nmuy complicado.
,,,,,,
//1-02_01,,,,,,
Title1-2,An Unexpected Phone Call,갑작스러운 전화,毫无预告的电话,毫無預告的電話,Ein unerwarteter Anruf,Una llamada inesperada
1-02_01_S01,"It was a day like any other, \nuntil I received the phone call.","오늘도 참 바쁜 하루였는데, \n전화 한 통으로 모든 게 틀어졌어.",今天是非常忙碌的一天， \n所有的一切都被一通电话打断。,今天是非常忙碌的一天， \n所有的一切都被一通電話打斷。,"Es war ein ganz gewöhnlicher Tag,\nbis ich den Anruf erhielt.","Era un día cualquiera y, \nde repente, recibí una llamada."
1-02_01_S02,"”Sally, this is your uncle. \nYour father collapsed.”",”샐리야. 삼촌이란다. \n너희 아버지가 쓰러지셨어.”,”莎莉，是你叔叔。 \n你父亲晕倒了。”,”莎莉，是妳叔叔。 \n妳父親暈倒了。”,"„Sally, hier spricht dein Onkel.\nDein Vater ist zusammengebrochen.”","“Sally, soy tu tío. \nTu padre se ha desmayado”."
1-02_01_S03,”Please hurry. \nYour father is in critical condition.”,”빨리 와줄 수 있겠니? \n아버지가 위독하시단다.”,”可以尽快赶过来吗？ \n你父亲病危了。”,”可以盡快趕過來嗎？ \n妳父親病危了。”,„Bitte beeil dich.\nDer Zustand deines Vaters ist kritisch.“,“Tienes que ir a verlo. \nTu padre está crítico”.
1-02_01_F01,"Lately, I've been having chest pains. \nIt's been tough.",최근 가슴이 짓눌리듯 \n갑갑해지곤 했다. ,最近感觉心很痛\n也很闷。,最近感覺心很痛\n也很悶。,Ich hatte in letzter Zeit oft Brustschmerzen.\nEs war hart.,Llevo un tiempo con dolores en el pecho. \nHa sido muy duro.
1-02_01_F02,"Suddenly, everything became distant.\nI don't remember what happened after.",갑자기 정신이 아득해졌고 \n그 이후의 일이 잘 기억나지 않는다.,突然记忆断片\n之后事情也记不清楚。,突然記憶斷片\n之後事情也記不清楚。,"Plötzlich war alles ganz weit entfernt.\nIch weiß nicht mehr, was danach geschah.","De repente, todo empezó a alejarse.\nNo recuerdo que ocurrió después."
1-02_01_F03,"When I opened my eyes, \nI saw Sally.",눈을 떴는데 곁에 \n샐리가 보인다. ,睁开眼睛 \n莎莉已经在身边。,睜開眼睛 \n莎莉已經在身邊。,"Als ich meine Augen wieder öffnete,\nsah ich Sally.","Cuando abrí los ojos, \nvi a Sally."
,,,,,,
//1-02_02,,,,,,
1-02_02_S01,The trolley will be leaving \nthe city soon.,도시를 떠날 전차가 \n곧 출발할 거야.,离开都市的电车\n马上就要出发。,離開都市的電車\n馬上就要出發。,Die Bahn wird bald\ndie Stadt verlassen.,El tranvía saldrá pronto \nde la ciudad.
1-02_02_S02,I must not miss it.,전차 시간에 늦지 않아야 할 텐데.,一定要赶上电车。,一定要趕上電車。,Ich darf sie nicht verpassen.,No puedo perderlo.
1-02_02_S03,It seems nothing is standing in \nmy way today.,오늘따라 \n막히는 일 없이 잘 풀리네.,今天特别顺利\n没有任何阻碍。,今天特別順利\n沒有任何阻礙。,Heute kann mich\nnichts aufhalten.,Parece que nada puede ponerse en \nmi camino hoy.
1-02_02_F01,Sally is rushing off \nsomewhere.,샐리가 어딘가를 \n향해 급하게 달린다.,莎莉急匆匆的\n前往远方。,莎莉急匆匆的\n前往遠方。,Sally stürmt\nirgendwohin.,Sally se dirige con prisas \na algún sitio.
1-02_02_F02,I must help her.,일단 아이를 \n도와주어야겠다.,要选帮助\n孩子们。,要選幫助\n孩子們。,Ich muss ihr helfen.,Debo ayudarla.
,,,,,,
//1-02_03,,,,,,
1-02_03_S01,Why did Father have to collapse now \nwhen I'm so busy?,아빠는 왜 내가 이렇게 바쁠 때 \n쓰러지신 것인지.,父亲为什么在\n我这么忙的时候晕倒。,父親為什麽在\n我這麽忙的時候暈倒。,"Warum musste Vater zusammenbrechen,\nwenn ich so beschäftigt bin?",¿Por qué papá tiene que enfermar ahora \ncon lo ocupada que estoy?
1-02_03_S02,"Why right now, Father?","왜 하필 \n지금인가요, 아빠.",为什么\n是现在呢？父亲,為什麽\n是現在呢？父親,"Warum ausgerechnet jetzt, Vater?",¿Por qué ahora?
1-02_03_F01,"Although it's late, \nit's great that I can see my daughter.",늦었지만 지금이라도 \n딸아이를 볼 수 있어서 다행이다.,虽然为时已晚\n但很庆幸还能看到女儿。,雖然為時已晚\n但很慶幸還能看到女兒。,"Obwohl es spät ist,\nist es toll, dass ich meine Tochter sehen kann.","Aunque es tarde, \nme alegra poder ver a mi hijita."
,,,,,,
//1-04_01,,,,,,
1-04_01_F01,You can jump \nby colliding with Sally.,샐리와 닿으면 \n점프할 수 있어요.,触碰到莎莉\n可以跳跃。,觸碰到莎莉\n可以跳躍。,"Du kannst springen,\nwenn du mit Sally zusammenstößt.",Puedes saltar \ntropezando con Sally.
1-04_01_F02,Jump up here.,이쪽으로 올라와 보세요,请往这里上去。,請往這裏上去。,Springe hier hoch.,Salta hasta aquí.
,,,,,,
//1-05_01,,,,,,
1-05_01_S01,"When I made it to the city, \nI just knew I'd become a wildly successful writer.",갓 상경했을 땐 곧 훌륭한 \n작가로 성공할 줄 알았지.,刚来到首都的时候\n总觉得自己会成为成功的作家。,剛來到首都的時候\n總覺得自己會成為成功的作家。,"Als ich in die Stadt kam,\nwar ich sicher, dass ich eine erfolgreiche Schriftstellerin werden würde.","Cuando llegué a la ciudad, \ntenía la corazonada de que sería \nuna gran escritora de éxito."
1-05_01_S02,It felt as though my dreams \nhad become reality.,금방 이루어질 것만 \n같은 꿈에 설레었어.,感觉梦想马上会实现\n总是很兴奋。,感覺夢想馬上會實現\n總是很興奮。,"Es war, als wären meine Träume\nwahr geworden.",Parecía que mis sueños \nse habían hecho realidad.
1-05_01_S03,I had the world \nat my fingertips.,무엇이든 해낼 수 \n있을 것만 같았지.,总感觉什么事情\n都可以解决。,總感覺什麽事情\n都可以解決。,Alles schien plötzlich\nmöglich zu sein.,Estaba dispuesta a comerme \nel mundo.
1-05_01_F01,"When Sally left for the city, \nI recalled the day my wife died.","샐리가 떠나던 날, \n아내를 잃은 그 때가 떠올랐다.",莎莉离开的那一天，\n想起了失去妻子的那一天。,莎莉離開的那一天，\n想起了失去妻子的那一天。,"Als Sally in die Stadt zog,\ndachte ich an den Tag, als meine Frau starb.","Cuando Sally se fue a la ciudad, \nme acordé del día en el que murió mi esposa."
1-05_01_F02,I thought the city was too dangerous \nfor my little Sally.,당시엔 도시가 \n너무 위험한 곳이라 생각했다.,当时认为城市\n是非常危险的地方。,當時認為城市\n是非常危險的地方。,"Ich fand, die Stadt wäre viel zu gefährlich\nfür meine kleine Sally.",Pensé que la ciudad sería demasiado peligrosa para \nmi pequeña Sally.
1-05_01_F03,"I worried so much about her \nbeing there, all alone.",그땐 혼자 위험한 곳으로 가려는 \n딸이 너무 걱정되었지.,非常担心孤身前往\n危险之地的女儿。,非常擔心孤身前往\n危險之地的女兒。,"Ich machte mir große Sorgen um sie,\nganz allein dort.","Estaba muy preocupado por ella, \nallí tan sola."
,,,,,,
//1-06_01,,,,,,
1-06_01_S01,"However, things weren't as easy \nas they had seemed.",하지만 일은 \n뜻대로 풀리지 않았지.,但是事情\n没有想象中的顺利。,但是事情\n沒有想象中的順利。,"Aber es war nicht so leicht,\nwie es zuerst schien.",Pero las cosas no fueron tan fáciles \ncomo parecían.
1-06_01_S02,I worried more about survival \nthan my dreams.,꿈은커녕 먹고사는 \n걱정을 하게 되었고,不要说梦想\n就连生活都令人担心。,不要說夢想\n就連生活都令人擔心。,Ich musste eher ans Überleben denken\nals an meine Träume.,Me preocupaba más mi supervivencia \nque mis sueños.
1-06_01_S03,"I struggled to keep up with reality, \nas hours and days spilled into the next.",현실에 쫓기며 \n하루하루 시간만 흘려 보냈지.,在残酷的现实中\n度过了一天又一天。,在殘酷的現實中\n度過了一天又一天。,"Ich versuchte, \nmit der Realität Schritt zu halten,\nwährend Stunden und Tage vergingen.","Luchaba a diario por seguir adelante, \nlas horas y los días acababan y volvían a empezar."
1-06_01_F01,"After Sally left, \neverything became difficult.",샐리가 떠나자 \n모든 것이 힘들어졌다.,莎莉离开之后\n一切都变得很艰难。,莎莉離開之後\n一切都變得很艱難。,"Nachdem Sally fort war,\nwurde alles schwierig.","Tras la marcha de Sally, \ntodo se hizo más difícil."
1-06_01_F02,A terrible loneliness \novercame me soon after.,곧 견디기 힘든 \n외로움이 찾아왔고,随之难熬的\n孤独开始伴随,隨之難熬的\n孤獨開始伴隨,Eine schreckliche Einsamkeit\nüberkam mich kurz darauf.,La soledad \nme invadió.
1-06_01_F03,I silently struggled to escape reality \nby losing myself in my work.,나는 현실을 외면하려 \n묵묵히 일에만 열중하며 지냈다.,我选择逃避现实\n默默地一直工作着。,我選擇逃避現實\n默默地一直工作著。,"Ich wollte der Realität entfliehen, indem\nich mich in meine Arbeit stürzte.",Luché por escapar de la realidad \ntrabajando durante horas y horas.
,,,,,,
//1-06_02,,,,,,
1-06_02_S01,"But, Why?","그런데 왜,",但是为什么，,但是為什麽，,"Aber, warum?",Pero ¿por qué?
1-06_02_S02,Why now?,왜 하필 지금인지.,为什么偏偏是现在。,為什麽偏偏是現在。,Warum jetzt?,¿Por qué ahora?
1-06_02_F01,"I know it's late,","늦었지만 지금이라도,",虽然为时已晚，,雖然為時已晚，,"Ich weiß, es ist spät,","Sé que es tarde,"
1-06_02_F02,but it's such a relief \nto see you.,지금이라도 \n널 볼 수 있어서 다행이구나.,但现在能看见你\n也是一种幸运。,但現在能看見妳\n也是一種幸運。,"aber es ist so eine Erleichterung,\ndich zu sehen.",pero me alivia \npoder verte.
,,,,,,
//1-06_03,,,,,,
1-06_03_S01,"I don't know if I would have hesitated, \nif I hadn't been so fortunate.",운조차 따라주지 않았더라면 \n난 아마 벌써 주저앉았을지도 몰라.,如果我连这一点运气都没有\n那我可能已经无法站起。,如果我連這一點運氣都沒有\n那我可能已經無法站起。,"Ich weiß nicht, ob ich gezögert hätte,\nwenn ich nicht so viel Glück gehabt hätte.","No sé si me lo habría pensado, \nsi no hubiera tenido tanta suerte."
1-06_03_F01,"Hopefully I can be there for Sally, \nto keep her from faltering.",아이는 금방이라도 쓰러질 것 같다. \n딸아이를 계속 도울 수 있다면…,孩子好像马上就要晕倒了。\n如果可以一直帮助她的话…,孩子好像馬上就要暈倒了。\n如果可以一直幫助她的話…,"Hoffentlich kann ich für Sally da sein,\ndamit sie nicht ins Wanken gerät.","Con suerte, podré estar junto a Sally \ny protegerla."
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
Chpt2_Title,<Hurt>,<서운함>,<伤心>,<傷心>,<Schmerz>,<Dolor>
,,,,,,
//2-01_01,,,,,,
Title2-1,Hurt,서운함,伤心,傷心,Schmerz,Dolor
2-01_01_S01,Sally wanted to go on a walk \nwith Father.,샐리는 아빠와 \n산책을 하고 싶었어요.,莎莉很像和父亲\n一起散步。,莎莉很像和父親\n一起散步。,Sally wollte gerne mit Vater\nspazieren gehen.,Sally quería ir de paseo \ncon Papá.
2-01_01_S02,"However, \nhe had become much busier,",하지만 아빠는 더욱 바빠졌고,但父亲越来越忙,但父親越來越忙,"Allerdings\nwar er immer beschäftigter,","Pero \nestaba demasiado ocupado,"
2-01_01_S03,and they gradually spent \nless and less time together.,샐리와 아빠가 이야기할 수 있는 \n시간은 점점 줄어들었어요.,莎莉可以与父亲说话的时间\n越来越少。,莎莉可以與父親說話的時間\n越來越少。,und nach und nach verbrachten sie\nimmer weniger Zeit miteinander.,y cada vez pasaban menos \ntiempo juntos.
2-01_01_F01,He had to fulfill both parental roles \nin caring for Sally.,아빠는 아내를 대신해서 \n샐리를 돌봐야 했어요.,父亲要代替母亲\n照顾莎莉。,父親要代替母親\n照顧莎莉。,"Er musste die Rollen beider Eltern übernehmen,\num für Sally zu sorgen.",Debía cumplir su papel de padre \ny cuidar de Sally.
2-01_01_F02,"However, \nhe also could not neglect his work.",하지만 가장으로써 \n일도 소홀히 할 수 없었죠.,但作为一家之长\n工作无法减少。,但作為一家之長\n工作無法減少。,Allerdings durfte er\nauch seine Arbeit nicht vernachlässigen.,Pero \ntampoco podía abandonar su trabajo.
2-01_01_F03,He had no choice \nbut to spend less time with Sally.,때문에 함께 보내는 시간은 \n줄어들 수밖에 없었답니다.,所以在一起的时间\n越来越少。,所以在一起的時間\n越來越少。,"Ihm blieb keine Wahl,\nals weniger Zeit mit Sally zu verbringen.","No tenía elección, \ndebía pasar menos tiempo con Sally."
,,,,,,
//2–01_02,,,,,,
